"DWA ID","DWA Title","FSHC_Rating"
"4.A.2.b.4.I03.D13","Develop procedures to evaluate organizational activities.",NA
"4.A.2.b.4.I03.D14","Develop technical methods or processes.",NA
"4.A.2.b.4.I03.D15","Develop testing routines or procedures.",NA
"4.A.2.b.4.I03.D16","Develop procedures for data entry or processing.",NA
"4.A.2.b.4.I03.D17","Establish standards for products, processes, or procedures.",NA
"4.A.2.b.4.I03.D18","Develop agricultural methods.",NA
"4.A.2.b.5.I01.D01","Arrange facility schedules.",NA
"4.A.2.b.5.I01.D02","Schedule dining reservations.",NA
"4.A.2.b.5.I01.D03","Schedule medical facility use.",NA
"4.A.2.b.5.I01.D04","Schedule activities or facility use.",NA
"4.A.2.b.5.I02.D01","Schedule product or material transportation.",NA
"4.A.2.b.5.I02.D02","Arrange maintenance activities.",NA
"4.A.2.b.5.I02.D03","Schedule instructional activities.",NA
"4.A.2.b.5.I02.D04","Schedule equipment maintenance.",NA
"4.A.2.b.5.I02.D05","Schedule agricultural or forestry work.",NA
"4.A.2.b.5.I02.D06","Schedule repair, installation or maintenance activities.",NA
"4.A.2.b.5.I02.D07","Schedule operational activities.",NA
"4.A.2.b.5.I03.D01","Schedule appointments.",NA
"4.A.2.b.5.I03.D02","Schedule patient procedures or appointments.",NA
"4.A.2.b.5.I03.D03","Schedule appointments with prospective customers.",NA
"4.A.2.b.6.I01.D01","Plan special events.",NA
"4.A.2.b.6.I01.D02","Plan conferences, programs, or special events.",NA
"4.A.2.b.6.I01.D04","Plan implementation or promotion of recycling programs.",NA
"4.A.2.b.6.I01.D05","Plan community programs or activities for the general public.",NA
"4.A.2.b.6.I02.D01","Plan layout of construction, installation, or repairs.",NA
"4.A.2.b.6.I02.D02","Plan work procedures.",NA
"4.A.2.b.6.I02.D03","Plan work operations.",NA
"4.A.2.b.6.I02.D04","Plan flight operations.",NA
"4.A.2.b.6.I02.D05","Adjust routes or speeds as necessary.",NA
"4.A.2.b.6.I02.D06","Plan trapping or hunting activities.",NA
"4.A.2.b.6.I02.D07","Prepare detailed work plans.",NA
"4.A.2.b.6.I02.D08","Develop detailed project plans.",NA
"4.A.2.b.6.I02.D09","Plan production or operational procedures or sequences.",NA
"4.A.3.a.1.I01.D01","Prepare compounds or solutions to be used for repairs.",NA
"4.A.3.a.1.I01.D02","Mix ingredients to create specific finishes.",NA
"4.A.3.a.1.I01.D03","Mix ingredients.",NA
"4.A.3.a.1.I01.D04","Mix substances or compounds needed for work activities.",NA
"4.A.3.a.1.I01.D05","Prepare chemicals for work application.",NA
"4.A.3.a.1.I01.D06","Prepare materials or solutions for animal or plant use.",NA
"4.A.3.a.1.I01.D07","Prepare medications or medical solutions.",NA
"4.A.3.a.1.I01.D08","Mix substances to create chemical solutions.",NA
"4.A.3.a.1.I02.D01","Operate firefighting equipment.",NA
"4.A.3.a.1.I02.D02","Protect property from fire or water damage.",NA
"4.A.3.a.1.I02.D03","Perform forest firefighting activities.",NA
"4.A.3.a.1.I03.D01","Clean vessels or marine equipment.",NA
"4.A.3.a.1.I03.D02","Clean food preparation areas, facilities, or equipment.",NA
"4.A.3.a.1.I03.D03","Clean furniture or fixtures.",NA
"4.A.3.a.1.I03.D04","Clean equipment or supplies.",NA
"4.A.3.a.1.I03.D05","Clean work areas.",NA
"4.A.3.a.1.I03.D06","Clean facilities or equipment.",NA
"4.A.3.a.1.I03.D07","Clean patient rooms or patient treatment rooms.",NA
"4.A.3.a.1.I03.D08","Sterilize food cooking or processing equipment.",NA
"4.A.3.a.1.I03.D09","Clean facilities or work areas.",NA
"4.A.3.a.1.I03.D10","Maintain clean work areas.",NA
"4.A.3.a.1.I03.D11","Clean building walls or flooring.",NA
"4.A.3.a.1.I03.D12","Clean facilities or sites.",NA
"4.A.3.a.1.I03.D13","Clean work sites.",NA
"4.A.3.a.1.I03.D14","Clean machinery or equipment.",NA
"4.A.3.a.1.I03.D15","Clean tools or equipment.",NA
"4.A.3.a.1.I03.D16","Clean equipment, parts, or tools to repair or maintain them in good working order.",NA
"4.A.3.a.1.I03.D17","Decontaminate equipment or sites to remove hazardous or toxic substances.",NA
"4.A.3.a.1.I03.D18","Perform housekeeping duties.",NA
"4.A.3.a.1.I03.D19","Clean equipment or facilities.",NA
"4.A.3.a.1.I03.D20","Clean surfaces in preparation for work activities.",NA
"4.A.3.a.1.I03.D21","Clean production equipment.",NA
"4.A.3.a.1.I03.D23","Clean food service areas.",NA
"4.A.3.a.1.I03.D24","Remove snow.",NA
"4.A.3.a.1.I03.D25","Clean vehicles or vehicle components.",NA
"4.A.3.a.1.I04.D01","Protect structures or surfaces near work areas to avoid damage.",NA
"4.A.3.a.1.I04.D02","Apply protective coverings to objects or surfaces near work areas.",NA
"4.A.3.a.1.I05.D01","Dispose of biomedical waste in accordance with standards.",NA
"4.A.3.a.1.I05.D02","Dispose of hazardous materials.",NA
"4.A.3.a.1.I05.D03","Remove debris from work sites.",NA
"4.A.3.a.1.I05.D04","Remove trash.",NA
"4.A.3.a.1.I05.D05","Remove worn, damaged or outdated materials from work areas.",NA
"4.A.3.a.1.I05.D06","Remove debris or vegetation from work sites.",NA
"4.A.3.a.1.I05.D07","Dispose of trash or waste materials.",NA
"4.A.3.a.1.I05.D08","Remove excess materials from finished construction projects.",NA
"4.A.3.a.1.I05.D09","Remove debris or damaged materials.",NA
"4.A.3.a.1.I06.D01","Load shipments, belongings, or materials.",NA
"4.A.3.a.1.I06.D02","Load materials into equipment for processing.",NA
"4.A.3.a.1.I06.D03","Load or unload materials used in construction or extraction.",NA
"4.A.3.a.1.I06.D04","Place materials into molds.",NA
"4.A.3.a.1.I06.D05","Load materials into construction equipment.",NA
"4.A.3.a.1.I06.D06","Load materials or equipment.",NA
"4.A.3.a.1.I06.D07","Load agricultural or forestry products for shipment.",NA
"4.A.3.a.1.I06.D08","Stack finished items for further processing or shipment.",NA
"4.A.3.a.1.I06.D09","Secure cargo.",NA
"4.A.3.a.1.I06.D10","Load materials into production equipment.",NA
"4.A.3.a.1.I06.D11","Unload materials or equipment.",NA
"4.A.3.a.1.I06.D12","Load items into ovens or furnaces.",NA
"4.A.3.a.1.I07.D01","Dig holes or trenches.",NA
"4.A.3.a.1.I07.D02","Prepare surfaces for finishing.",NA
"4.A.3.a.1.I07.D03","Pour materials into or on designated areas.",NA
"4.A.3.a.1.I07.D04","Shovel materials.",NA
"4.A.3.a.1.I07.D05","Spread sand, dirt or other loose materials onto surfaces.",NA
"4.A.3.a.1.I07.D06","Apply adhesives to construction materials.",NA
"4.A.3.a.1.I07.D07","Assist skilled construction or extraction personnel.",NA
"4.A.3.a.1.I07.D08","Compact materials to create level bases.",NA
"4.A.3.a.1.I07.D09","Spread concrete or other aggregate mixtures.",NA
"4.A.3.a.1.I07.D10","Finish concrete surfaces.",NA
"4.A.3.a.1.I08.D01","Operate garment treatment equipment.",NA
"4.A.3.a.1.I08.D02","Clean fabrics or apparel.",NA
"4.A.3.a.1.I08.D03","Clean tableware.",NA
"4.A.3.a.1.I08.D04","Apply water or solutions to fabrics or apparel.",NA
"4.A.3.a.1.I08.D05","Clean workpieces or finished products.",NA
"4.A.3.a.1.I08.D06","Clean objects.",NA
"4.A.3.a.1.I08.D07","Clean materials to prepare them for production.",NA
"4.A.3.a.1.I09.D01","Sterilize medical equipment or instruments.",NA
"4.A.3.a.1.I09.D02","Clean medical equipment.",NA
"4.A.3.a.1.I09.D03","Clean medical equipment or facilities.",NA
"4.A.3.a.1.I10.D01","Transport biological or other medical materials.",NA
"4.A.3.a.1.I10.D02","Move equipment, supplies or food to required locations.",NA
"4.A.3.a.1.I10.D03","Transport animals, crops, or equipment.",NA
"4.A.3.a.1.I10.D04","Move materials, equipment, or supplies.",NA
"4.A.3.a.1.I10.D05","Deliver items.",NA
"4.A.3.a.1.I10.D06","Move large objects using heavy equipment.",NA
"4.A.3.a.1.I10.D07","Handle caskets.",NA
"4.A.3.a.1.I10.D08","Move furniture.",NA
"4.A.3.a.1.I10.D09","Handle luggage or other possessions for patrons.",NA
"4.A.3.a.1.I10.D10","Move construction or extraction materials to locations where they are needed.",NA
"4.A.3.a.1.I10.D11","Move products, materials, or equipment between work areas.",NA
"4.A.3.a.1.I11.D01","Use weapons or physical force to maintain security.",NA
"4.A.3.a.1.I11.D02","Block physical access to restricted areas.",NA
"4.A.3.a.1.I11.D03","Provide security escorts for officials, jury members, or other individuals.",NA
"4.A.3.a.1.I11.D04","Detain suspects or witnesses.",NA
"4.A.3.a.1.I11.D05","Maintain public order or security.",NA
"4.A.3.a.1.I11.D06","Guard facilities.",NA
"4.A.3.a.1.I11.D07","Maintain security.",NA
"4.A.3.a.1.I11.D08","Apprehend criminal suspects.",NA
"4.A.3.a.1.I11.D09","Confiscate prohibited or dangerous items.",NA
"4.A.3.a.1.I11.D10","Enforce rules or regulations.",NA
"4.A.3.a.1.I11.D11","Search individuals for illegal or dangerous items.",NA
"4.A.3.a.1.I11.D12","Prevent unauthorized individuals from entering restricted areas.",NA
"4.A.3.a.1.I11.D13","Maintain safety.",NA
"4.A.3.a.1.I12.D01","Guide patrons on tours.",NA
"4.A.3.a.1.I12.D02","Provide escort or transportation.",NA
"4.A.3.a.1.I12.D03","Usher patrons to seats or exits.",NA
"4.A.3.a.1.I12.D04","Accompany patients or clients on outings to provide assistance.",NA
"4.A.3.a.1.I12.D05","Escort prisoners to courtrooms, prisons, or other facilities.",NA
"4.A.3.a.1.I12.D06","Accompany individuals or groups to activities.",NA
"4.A.3.a.1.I13.D01","Transport clients to appointments.",NA
"4.A.3.a.1.I13.D02","Move patients to or from treatment areas.",NA
"4.A.3.a.1.I14.D01","Climb ladders or vehicles to perform duties.",NA
"4.A.3.a.1.I14.D02","Climb equipment or structures to access work areas.",NA
"4.A.3.a.1.I15.D01","Arrange tables or dining areas.",NA
"4.A.3.a.1.I15.D02","Serve food or beverages.",NA
"4.A.3.a.1.I15.D03","Collect dirty dishes or other tableware.",NA
"4.A.3.a.1.I16.D01","Participate in athletic events.",NA
"4.A.3.a.1.I16.D02","Participate in physical training to maintain fitness.",NA
"4.A.3.a.1.I16.D03","Practice athletic or artistic skills.",NA
"4.A.3.a.1.I17.D01","Harvest agricultural products.",NA
"4.A.3.a.1.I17.D02","Perform manual agricultural, aquacultural, or horticultural tasks.",NA
"4.A.3.a.1.I17.D03","Cultivate lawns, turf, or gardens.",NA
"4.A.3.a.1.I17.D04","Prepare land for agricultural use.",NA
"4.A.3.a.1.I17.D05","Plant greenery to improve landscape appearance.",NA
"4.A.3.a.1.I17.D06","Plant crops, trees, or other plants.",NA
"4.A.3.a.1.I17.D07","Cultivate land.",NA
"4.A.3.a.1.I17.D08","Irrigate lawns, trees, or plants.",NA
"4.A.3.a.2.I01.D01","Install carpet or flooring.",NA
"4.A.3.a.2.I01.D02","Install insulation in equipment or structures.",NA
"4.A.3.a.2.I01.D03","Install masonry materials.",NA
"4.A.3.a.2.I01.D04","Assemble structural components.",NA
"4.A.3.a.2.I01.D05","Install fencing or other barriers.",NA
"4.A.3.a.2.I01.D06","Install metal structural components.",NA
"4.A.3.a.2.I01.D07","Install structural foundations.",NA
"4.A.3.a.2.I01.D08","Assemble temporary equipment or structures.",NA
"4.A.3.a.2.I01.D09","Build agricultural structures.",NA
"4.A.3.a.2.I01.D10","Install safety or support equipment.",NA
"4.A.3.a.2.I01.D11","Install trim or paneling.",NA
"4.A.3.a.2.I01.D12","Assemble metal structures.",NA
"4.A.3.a.2.I01.D13","Install building fixtures.",NA
"4.A.3.a.2.I01.D14","Install doors or windows.",NA
"4.A.3.a.2.I01.D15","Install roofing materials.",NA
"4.A.3.a.2.I01.D16","Construct exhibits or parts of exhibits.",NA
"4.A.3.a.2.I01.D17","Install wooden structural components.",NA
"4.A.3.a.2.I01.D18","Install equipment to protect or support trees.",NA
"4.A.3.a.2.I01.D19","Install hardware or other interior fixtures.",NA
"4.A.3.a.2.I01.D20","Install green structural components, equipment or systems.",NA
"4.A.3.a.2.I01.D21","Install prefabricated or manufactured structures.",NA
"4.A.3.a.2.I02.D01","Collect samples for analysis or testing.",NA
"4.A.3.a.2.I02.D02","Collect samples of raw materials or finished products.",NA
"4.A.3.a.2.I02.D03","Collect samples of materials or products for testing.",NA
"4.A.3.a.2.I03.D01","Cut cooked or raw foods.",NA
"4.A.3.a.2.I03.D02","Prepare foods for cooking or serving.",NA
"4.A.3.a.2.I03.D03","Prepare meat products for sale or consumption.",NA
"4.A.3.a.2.I03.D04","Add garnishes to food.",NA
"4.A.3.a.2.I03.D05","Assist chefs or caterers with food or drink preparation.",NA
"4.A.3.a.2.I03.D06","Prepare hot or cold beverages.",NA
"4.A.3.a.2.I03.D07","Cook foods.",NA
"4.A.3.a.2.I03.D08","Arrange food for serving.",NA
"4.A.3.a.2.I03.D09","Prepare breads or doughs.",NA
"4.A.3.a.2.I03.D10","Cut meat products.",NA
"4.A.3.a.2.I03.D11","Prepare foods or meals.",NA
"4.A.3.a.2.I04.D01","Install parts, assemblies, or attachments in transportation or material handling equipment.",NA
"4.A.3.a.2.I04.D02","Assemble equipment or components.",NA
"4.A.3.a.2.I04.D03","Reassemble equipment after repair.",NA
"4.A.3.a.2.I04.D04","Assemble precision electronics or optical equipment.",NA
"4.A.3.a.2.I04.D05","Assemble machine tools, parts, or fixtures.",NA
"4.A.3.a.2.I04.D06","Assemble electromechanical or hydraulic systems.",NA
"4.A.3.a.2.I04.D07","Install vehicle parts or accessories.",NA
"4.A.3.a.2.I04.D08","Install machine or equipment replacement parts.",NA
"4.A.3.a.2.I04.D09","Bolt objects into place.",NA
"4.A.3.a.2.I04.D10","Assemble products or production equipment.",NA
"4.A.3.a.2.I04.D11","Assemble electrical or electronic equipment.",NA
"4.A.3.a.2.I04.D12","Assemble mechanical components or machine parts.",NA
"4.A.3.a.2.I04.D13","Install gauges or controls.",NA
"4.A.3.a.2.I04.D14","Assemble electrical components, subsystems, or systems.",NA
"4.A.3.a.2.I05.D01","Sew clothing or other articles.",NA
"4.A.3.a.2.I05.D02","Sew materials.",NA
"4.A.3.a.2.I05.D03","Repair textiles or apparel.",NA
"4.A.3.a.2.I05.D04","Operate sewing equipment.",NA
"4.A.3.a.2.I06.D01","Feed materials or products into or through equipment.",NA
"4.A.3.a.2.I06.D02","Mount attachments or tools onto production equipment.",NA
"4.A.3.a.2.I06.D03","Mount materials or workpieces onto production equipment.",NA
"4.A.3.a.2.I06.D04","Maneuver workpieces in equipment during production.",NA
"4.A.3.a.2.I06.D05","Adjust fabrics or other materials during garment production.",NA
"4.A.3.a.2.I06.D06","Position raw materials on processing or production equipment.",NA
"4.A.3.a.2.I07.D01","Reshape metal workpieces to established specifications.",NA
"4.A.3.a.2.I07.D02","Shape clay or dough to create products.",NA
"4.A.3.a.2.I07.D03","Shape glass or similar materials.",NA
"4.A.3.a.2.I07.D04","Reshape small metal components for precision assembly.",NA
"4.A.3.a.2.I07.D05","Shape metal workpieces with hammers or other small hand tools.",NA
"4.A.3.a.2.I07.D06","Shape surfaces or edges of wood workpieces.",NA
"4.A.3.a.2.I08.D01","Arrange artwork, products, or props.",NA
"4.A.3.a.2.I08.D02","Set up merchandise displays.",NA
"4.A.3.a.2.I08.D03","Prepare materials for preservation, storage, or display.",NA
"4.A.3.a.2.I08.D04","Decorate indoor or outdoor spaces.",NA
"4.A.3.a.2.I08.D05","Arrange items for use or display.",NA
"4.A.3.a.2.I09.D01","Adjust tuning or functioning of musical instruments.",NA
"4.A.3.a.2.I09.D02","Adjust equipment controls to regulate gas flow.",NA
"4.A.3.a.2.I09.D03","Adjust equipment controls to regulate flow of production materials or products.",NA
"4.A.3.a.2.I09.D04","Calibrate scientific or technical equipment.",NA
"4.A.3.a.2.I09.D05","Adjust equipment to ensure optimal performance.",NA
"4.A.3.a.2.I09.D06","Calibrate equipment to specifications.",NA
"4.A.3.a.2.I09.D07","Adjust temperature controls of ovens or other heating equipment.",NA
"4.A.3.a.2.I09.D08","Set equipment controls to meet cutting specifications.",NA
"4.A.3.a.2.I09.D09","Adjust settings or positions of medical equipment.",NA
"4.A.3.a.2.I09.D10","Adjust office equipment to ensure proper operation.",NA
"4.A.3.a.2.I09.D11","Adjust the tension of nuts or bolts.",NA
"4.A.3.a.2.I09.D12","Adjust equipment controls to regulate coolant flow.",NA
"4.A.3.a.2.I09.D13","Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.",NA
"4.A.3.a.2.I09.D14","Adjust flow of electricity to tools or production equipment.",NA
"4.A.3.a.2.I09.D15","Adjust vehicle components according to specifications.",NA
"4.A.3.a.2.I09.D16","Control power supply connections.",NA
"4.A.3.a.2.I09.D17","Adjust building climate control systems.",NA
"4.A.3.a.2.I10.D01","Train animals.",NA
"4.A.3.a.2.I11.D01","Prepare medical supplies or equipment for use.",NA
"4.A.3.a.2.I11.D02","Prepare medical instruments or equipment for use.",NA
"4.A.3.a.2.I11.D03","Prepare patient treatment areas for use.",NA
"4.A.3.a.2.I12.D01","Cut openings in existing structures.",NA
"4.A.3.a.2.I12.D02","Trim excess material from workpieces.",NA
"4.A.3.a.2.I12.D03","Cut materials according to specifications or needs.",NA
"4.A.3.a.2.I12.D04","Cut industrial materials in preparation for fabrication or processing.",NA
"4.A.3.a.2.I12.D05","Cut tile, stone, or other masonry materials.",NA
"4.A.3.a.2.I12.D06","Cut metal components for installation.",NA
"4.A.3.a.2.I12.D07","Cut wood components for installation.",NA
"4.A.3.a.2.I12.D08","Cut fabrics.",NA
"4.A.3.a.2.I12.D09","Trim excess material from installations.",NA
"4.A.3.a.2.I12.D10","Cut glass.",NA
"4.A.3.a.2.I12.D11","Cut carpet, vinyl or other flexible materials.",NA
"4.A.3.a.2.I13.D01","Prepare explosives for detonation.",NA
"4.A.3.a.2.I13.D02","Immerse objects or workpieces in cleaning or coating solutions.",NA
"4.A.3.a.2.I13.D03","Prepare excavation or extraction sites for commissioning or decommissioning.",NA
"4.A.3.a.2.I13.D04","Prepare hazardous waste for processing or disposal.",NA
"4.A.3.a.2.I13.D05","Heat material or workpieces to prepare for or complete production.",NA
"4.A.3.a.2.I13.D06","Melt metal, plastic, or other materials to prepare for production.",NA
"4.A.3.a.2.I13.D07","Prepare fabrics or materials for processing or production.",NA
"4.A.3.a.2.I13.D08","Prepare biological feedstock for physical, chemical, or biological processing.",NA
"4.A.3.a.2.I13.D09","Prepare materials for processing.",NA
"4.A.3.a.2.I13.D10","Skim impurities from molten metal.",NA
"4.A.3.a.2.I13.D11","Ignite fuel to activate heating equipment.",NA
"4.A.3.a.2.I14.D01","Cut trees or logs.",NA
"4.A.3.a.2.I14.D02","Trim trees or other vegetation.",NA
"4.A.3.a.2.I15.D01","Grind parts to required dimensions.",NA
"4.A.3.a.2.I15.D02","Remove dents from equipment, materials, tools or structures.",NA
"4.A.3.a.2.I15.D03","Smooth surfaces of objects or equipment.",NA
"4.A.3.a.2.I15.D04","Polish materials, workpieces, or finished products.",NA
"4.A.3.a.2.I15.D05","Smooth metal surfaces or edges.",NA
"4.A.3.a.2.I15.D06","Smooth surfaces with abrasive materials or tools.",NA
"4.A.3.a.2.I16.D01","Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment.",NA
"4.A.3.a.2.I16.D02","Install solar energy systems.",NA
"4.A.3.a.2.I16.D03","Install heating, ventilation, or air conditioning (HVAC) equipment.",NA
"4.A.3.a.2.I17.D01","Cast molds of patient anatomies to create medical or dental devices.",NA
"4.A.3.a.2.I17.D02","Make patient-assistive devices or device models.",NA
"4.A.3.a.2.I17.D03","Fabricate medical devices.",NA
"4.A.3.a.2.I17.D04","Construct customized assistive medical or dental devices.",NA
"4.A.3.a.2.I18.D01","Direct vehicle traffic.",NA
"4.A.3.a.2.I19.D01","Remove parts or components from vehicles.",NA
"4.A.3.a.2.I19.D02","Disassemble equipment for maintenance or repair.",NA
"4.A.3.a.2.I19.D03","Disassemble equipment to inspect for deficiencies.",NA
"4.A.3.a.2.I19.D04","Remove accessories, tools, or other parts from equipment.",NA
"4.A.3.a.2.I19.D05","Dismantle equipment or temporary structures.",NA
"4.A.3.a.2.I19.D06","Remove parts or components from equipment.",NA
"4.A.3.a.2.I19.D07","Dismantle heavy equipment or machinery.",NA
"4.A.3.a.2.I19.D08","Disable door locks.",NA
"4.A.3.a.2.I20.D01","Install electrical components, equipment, or systems.",NA
"4.A.3.a.2.I20.D02","Install drilling equipment.",NA
"4.A.3.a.2.I20.D03","Install audio or communications equipment.",NA
"4.A.3.a.2.I20.D04","Install production equipment or systems.",NA
"4.A.3.a.2.I20.D05","Install instrumentation or electronic equipment or systems.",NA
"4.A.3.a.2.I20.D06","Install metering equipment.",NA
"4.A.3.a.2.I20.D07","Install home appliances.",NA
"4.A.3.a.2.I21.D01","Treat nails by shaping, decorating, or augmenting.",NA
"4.A.3.a.2.I21.D02","Apply cleansing or conditioning agents to client hair, scalp, or skin.",NA
"4.A.3.a.2.I21.D03","Apply solutions to hair for therapeutic or cosmetic purposes.",NA
"4.A.3.a.2.I21.D04","Apply makeup to alter or enhance appearance.",NA
"4.A.3.a.2.I22.D01","Adjust position of molds during processing.",NA
"4.A.3.a.2.I22.D02","Position safety or support equipment.",NA
"4.A.3.a.2.I22.D03","Position animal trapping or capture equipment.",NA
"4.A.3.a.2.I22.D04","Position construction forms or molds.",NA
"4.A.3.a.2.I22.D05","Position construction or extraction equipment.",NA
"4.A.3.a.2.I22.D06","Position equipment using hand tools, power tools, or heavy equipment.",NA
"4.A.3.a.2.I22.D07","Position patterns on equipment, materials, or workpieces.",NA
"4.A.3.a.2.I22.D08","Level machines or equipment.",NA
"4.A.3.a.2.I22.D09","Position containers to receive materials or workpieces.",NA
"4.A.3.a.2.I22.D10","Position material handling equipment.",NA
"4.A.3.a.2.I22.D11","Position hand tools.",NA
"4.A.3.a.2.I23.D01","Secure watercraft to docks, wharves or other vessels.",NA
"4.A.3.a.2.I24.D01","Adjust prostheses or other assistive devices.",NA
"4.A.3.a.2.I24.D02","Adjust dental devices or appliances to ensure fit.",NA
"4.A.3.a.2.I25.D01","Engrave designs, text, or other markings onto materials, workpieces, or products.",NA
"4.A.3.a.2.I26.D01","Embalm corpses.",NA
"4.A.3.a.2.I27.D01","Fabricate devices or components.",NA
"4.A.3.a.2.I27.D02","Fabricate parts or components.",NA
"4.A.3.a.2.I27.D03","Fabricate products or components using machine tools.",NA
"4.A.3.a.2.I28.D01","Attach decorative or functional accessories to products.",NA
"4.A.3.a.2.I28.D02","Construct distinctive physical objects for artistic, functional, or commercial purposes.",NA
"4.A.3.a.2.I29.D01","Slaughter animals.",NA
"4.A.3.a.2.I29.D02","Remove skin or other body parts from animals.",NA
"4.A.3.a.2.I29.D03","Process animal carcasses.",NA
"4.A.3.a.2.I30.D01","Drill holes in earth or rock.",NA
"4.A.3.a.2.I30.D02","Drill holes in construction materials.",NA
"4.A.3.a.2.I30.D03","Drill holes in parts, equipment, or materials.",NA
"4.A.3.a.2.I31.D01","Groom wigs or hairpieces.",NA
"4.A.3.a.2.I31.D02","Trim client hair.",NA
"4.A.3.a.2.I32.D01","Set up classroom materials or equipment.",NA
"4.A.3.a.2.I32.D02","Arrange childcare or educational settings to ensure physical safety of children.",NA
"4.A.3.a.2.I32.D03","Display student work.",NA
"4.A.3.a.2.I33.D01","Treat facilities to eliminate pests.",NA
"4.A.3.a.2.I33.D02","Paint surfaces or equipment.",NA
"4.A.3.a.2.I33.D03","Apply paint to surfaces.",NA
"4.A.3.a.2.I33.D04","Refinish wood or metal surfaces.",NA
"4.A.3.a.2.I33.D05","Apply chemical solutions to plants to protect against disease or insects or to enhance growth.",NA
"4.A.3.a.2.I33.D06","Apply protective or decorative finishes to workpieces or products.",NA
"4.A.3.a.2.I33.D07","Treat greenery or surfaces with protective substances.",NA
"4.A.3.a.2.I33.D08","Apply solutions to production equipment.",NA
"4.A.3.a.2.I33.D09","Apply sealants or other protective coatings.",NA
"4.A.3.a.2.I34.D01","Connect hoses to equipment or machinery.",NA
"4.A.3.a.2.I34.D02","Rewire electrical or electronic systems.",NA
"4.A.3.a.2.I34.D03","Connect hoses to equipment or piping.",NA
"4.A.3.a.2.I34.D04","Lay cables to connect equipment.",NA
"4.A.3.a.2.I34.D05","Thread wire or cable through ducts or conduits.",NA
"4.A.3.a.2.I34.D06","Run wiring to connect equipment.",NA
"4.A.3.a.2.I34.D07","Connect electrical components or equipment.",NA
"4.A.3.a.2.I34.D08","Connect supply lines to production equipment or tools.",NA
"4.A.3.a.2.I34.D09","Connect cables or electrical lines.",NA
"4.A.3.a.2.I35.D01","Solder parts or workpieces.",NA
"4.A.3.a.2.I35.D02","Weld metal components.",NA
"4.A.3.a.2.I35.D03","Solder parts or connections between parts.",NA
"4.A.3.a.2.I35.D04","Braze metal parts or components.",NA
"4.A.3.a.2.I35.D05","Operate welding equipment.",NA
"4.A.3.a.2.I35.D06","Rivet metal components.",NA
"4.A.3.a.2.I36.D01","Build models, patterns, or templates.",NA
"4.A.3.a.2.I36.D02","Assemble garments or textile products.",NA
"4.A.3.a.2.I36.D03","Build production molds.",NA
"4.A.3.a.2.I36.D04","Assemble wood products.",NA
"4.A.3.a.2.I36.D05","Build construction forms or molds.",NA
"4.A.3.a.2.I36.D06","Assemble tires.",NA
"4.A.3.a.2.I36.D07","Construct patterns, templates, or other work aids.",NA
"4.A.3.a.2.I36.D08","Assemble metal or plastic parts or products.",NA
"4.A.3.a.2.I37.D01","Stock products or parts.",NA
"4.A.3.a.2.I37.D02","Stock medical or patient care supplies.",NA
"4.A.3.a.2.I37.D03","Store records or related materials.",NA
"4.A.3.a.2.I37.D04","Store supplies or goods in kitchens or storage areas.",NA
"4.A.3.a.2.I37.D05","Stock serving stations or dining areas with food or supplies.",NA
"4.A.3.a.2.I37.D06","Stock supplies or merchandise.",NA
"4.A.3.a.2.I37.D07","Store items.",NA
"4.A.3.a.2.I38.D01","Collect biological specimens from patients.",NA
"4.A.3.a.2.I38.D02","Collect biological specimens.",NA
"4.A.3.a.2.I38.D03","Collect geographical or geological field data.",NA
"4.A.3.a.2.I38.D04","Collect geological samples.",NA
"4.A.3.a.2.I38.D05","Collect environmental data or samples.",NA
"4.A.3.a.2.I39.D01","Apply mortar.",NA
"4.A.3.a.2.I39.D02","Seal gaps or cracks to prevent leakage or moisture intrusion.",NA
"4.A.3.a.2.I39.D03","Fill cracks, imperfections, or holes in products or workpieces.",NA
"4.A.3.a.2.I39.D04","Apply material to fill gaps in surfaces.",NA
"4.A.3.a.2.I40.D01","Apply parting agents or other solutions to molds.",NA
"4.A.3.a.2.I40.D02","Remove workpieces from molds.",NA
"4.A.3.a.2.I40.D03","Remove products or workpieces from production equipment.",NA
"4.A.3.a.2.I41.D01","Align equipment or machinery.",NA
"4.A.3.a.2.I41.D02","Lay out parts to prepare for assembly.",NA
"4.A.3.a.2.I41.D03","Position structural components.",NA
"4.A.3.a.2.I41.D04","Align parts or workpieces to ensure proper assembly.",NA
"4.A.3.a.2.I41.D05","Mark reference points on construction materials.",NA
"4.A.3.a.2.I41.D06","Lay out work according to specifications.",NA
"4.A.3.a.2.I41.D07","Align masonry materials.",NA
"4.A.3.a.2.I41.D08","Draw guide lines or markings on materials or workpieces using patterns or other references.",NA
"4.A.3.a.2.I42.D01","Package agricultural products for shipment or further processing.",NA
"4.A.3.a.2.I42.D02","Package products for storage or shipment.",NA
"4.A.3.a.2.I42.D03","Package food or supplies.",NA
"4.A.3.a.2.I42.D04","Package materials for transport.",NA
"4.A.3.a.2.I42.D05","Package materials or products.",NA
"4.A.3.a.2.I42.D06","Package objects for shipping.",NA
"4.A.3.a.2.I43.D01","Install green plumbing or water handling systems.",NA
"4.A.3.a.2.I43.D02","Install piping for installation or maintenance activities.",NA
